2,3
3,5
4,5
1,6
5,6
4,7
1,8
7,8
1,9
4,9
5,9
7,9
7,10
9,10
1,11
7,11
9,11
2,12
4,12
6,12
7,12
11,12
3,13
8,13
11,13
2,14
3,15
6,15
9,15
13,15
